GO	description	category	ERR2014354	ERR2014355	ERR2014356	ERR2014357	ERR2014358	ERR2014359	ERR2014360	ERR2014361	ERR2014362	ERR2014363	ERR2014364	ERR2014365	ERR2014366	ERR2014367	ERR2014368	ERR2014369	ERR2014370	ERR2014371	ERR2014372	ERR2014373	ERR2014374	ERR2014375	ERR2014376	ERR2014377	ERR2014378	ERR2014379	ERR2014380	ERR2014381	ERR2014382	ERR2014383	ERR2014384	ERR2014385	ERR2014386	ERR2014387	ERR2014388	ERR2014389	ERR2014390	ERR2014391	ERR2014392	ERR2014393
GO:0042254	ribosome biogenesis	biological process	16996	300	2490	1527	13917	9057	8311	8795	841	7191	9437	5388	222	9446	1627	8378	12025	12141	4903	603	4083	4047	6780	204	7870	2580	4579	2442	1963	6711	3888	1702	4130	970	13956	370	6616	6199	3601	4749
GO:0042256	mature ribosome assembly	biological process	1	1	5	0	0	1	8	1	3	0	0	1	5	3	28	20	0	1	1	13	1	1	0	0	2	15	8	12	33	1	35	4	5	15	0	5	0	0	0	1
GO:0042262	DNA protection	biological process	0	0	0	0	0	0	0	17	0	0	0	0	0	176	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
GO:0042274	ribosomal small subunit biogenesis	biological process	939	112	1187	282	923	330	725	744	553	1031	1465	1681	108	2479	438	1240	1067	2257	666	286	354	595	1195	154	455	599	1390	614	585	712	1782	523	1392	333	1692	163	324	302	548	549
GO:0042279	nitrite reductase (cytochrome, ammonia-forming) activity	molecular function	2	0	0	0	4	8	3	100	0	14	2	55	0	30	0	8	3	7	47	0	8	0	4	0	130	0	1	0	0	27	0	0	0	0	90	0	13	22	28	12
GO:0042287	MHC protein binding	molecular function	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0042288	MHC class I protein binding	molecular function	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042289	MHC class II protein binding	molecular function	19	14	43	23	89	7	4	2	0	0	3	0	3	17	82	76	6	12	5	36	1	5	0	2	1	9	1	4	19	1	27	7	28	18	1	39	0	6	0	3
GO:0042301	phosphate ion binding	molecular function	1	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO:0042302	structural constituent of cuticle	molecular function	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
GO:0042310	vasoconstriction	biological process	0	11	1	1	1	1	0	1	0	0	0	0	8	0	9	2	0	2	0	1	2	0	0	6	1	11	4	7	10	0	15	2	2	16	1	6	0	0	1	0
GO:0042311	vasodilation	biological process	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0042312	regulation of vasodilation	biological process	1	3	1	0	1	2	0	0	1	0	1	0	4	2	1	0	0	0	0	1	0	1	0	0	0	0	0	1	5	0	0	1	4	1	0	1	0	0	0	0
GO:0042325	regulation of phosphorylation	biological process	25	30	86	34	55	10	2	1	3	1	2	4	13	10	23	73	4	3	6	21	1	5	0	9	2	13	2	13	15	3	25	6	13	20	17	21	0	0	1	2
GO:0042384	cilium assembly	biological process	6	5	10	1	3	0	0	1	0	0	0	0	6	0	6	6	0	0	3	7	2	1	0	5	0	2	0	5	7	0	2	3	6	5	0	5	0	1	0	0
GO:0042393	histone binding	molecular function	8	18	14	12	10	6	16	5	4	2	4	1	21	10	83	13	1	2	2	16	3	4	3	9	3	61	15	24	17	2	33	10	32	21	2	14	0	2	3	0
GO:0042398	cellular modified amino acid biosynthetic process	biological process	1	0	0	0	1	0	0	0	0	1	0	1	0	7	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	2	0	0	0	0	0
GO:0042407	cristae formation	biological process	2	3	5	1	2	0	0	2	3	0	0	0	4	0	4	13	0	0	0	3	1	0	0	6	0	2	3	5	3	1	5	5	3	4	0	3	1	0	1	0
GO:0042410	6-carboxyhexanoate-CoA ligase activity	molecular function	5	0	0	0	36	4	9	12	1	13	2	27	0	2	7	0	7	34	15	0	6	1	2	0	5	0	0	0	0	35	0	0	0	0	3	0	3	0	8	6
GO:0042470	melanosome	cellular component	2	7	13	1	2	2	18	0	7	0	0	1	11	4	230	64	2	0	4	56	1	3	1	11	17	242	94	95	80	0	117	20	73	62	0	24	1	2	0	2
GO:0042475	odontogenesis of dentin-containing tooth	biological process	0	4	3	5	2	0	0	0	3	0	0	0	4	2	0	0	0	0	0	2	2	2	0	7	2	0	0	1	4	1	0	4	4	2	0	1	0	0	0	0
GO:0042545	cell wall modification	biological process	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042546	cell wall biogenesis	biological process	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042549	photosystem II stabilization	biological process	0	0	1	3	0	2	1	1	1	1	0	1	1	2	0	0	0	0	0	1	2	0	0	1	2	0	0	0	1	2	1	1	0	0	4	2	0	2	0	1
GO:0042555	MCM complex	cellular component	2	5	1	1	0	2	1	0	2	0	0	0	5	0	0	2	0	0	1	1	0	0	0	7	0	0	0	1	0	1	2	1	1	1	0	2	0	0	0	0
GO:0042558	pteridine-containing compound metabolic process	biological process	1501	331	2392	1050	1277	2120	1129	1648	556	1081	757	1561	501	1496	730	2258	578	675	2248	401	2018	2673	5999	75	628	10	119	483	8	1682	3659	1953	3354	721	1712	369	1775	1509	1131	1972
GO:0042578	phosphoric ester hydrolase activity	molecular function	5	5	13	6	6	2	2	0	1	0	0	1	1	9	15	17	0	1	1	6	1	1	0	2	0	14	3	3	6	1	11	3	11	8	0	9	1	0	1	0
GO:0042597	periplasmic space	cellular component	316	3	15	7	178	25	8	669	19	289	288	149	16	345	18	40	65	245	59	16	31	45	71	52	186	42	64	46	44	105	29	34	35	6	454	15	69	53	59	144
GO:0042605	peptide antigen binding	molecular function	161	69	492	198	302	15	6	25	13	6	13	10	9	120	159	555	10	11	11	132	12	23	1	0	7	31	7	16	56	1	46	14	55	60	6	35	1	16	1	7
GO:0042609	CD4 receptor binding	molecular function	2	0	3	3	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	1	0
GO:0042612	MHC class I protein complex	cellular component	161	69	492	198	302	15	6	25	13	6	13	10	9	120	159	555	10	11	11	132	12	23	1	0	7	31	7	16	56	1	46	14	55	60	6	35	1	16	1	7
GO:0042613	MHC class II protein complex	cellular component	57	28	119	56	268	17	9	11	13	0	3	5	39	69	138	109	7	6	12	81	5	23	1	13	3	19	5	26	43	3	50	13	35	45	7	95	4	46	2	4
GO:0042619	poly-hydroxybutyrate biosynthetic process	biological process	0	0	0	0	0	0	0	7	0	10	4	17	0	2	0	0	0	0	8	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	10	0	0	0	0	1
GO:0042624	ATPase activity, uncoupled	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042626	ATPase activity, coupled to transmembrane movement of substances	molecular function	4586	131	413	332	3817	1405	1368	6884	484	3886	3444	3311	340	4382	509	982	1616	2637	1930	284	2320	2349	2077	873	2679	1281	1170	862	918	2900	921	637	846	264	4324	355	3232	2495	1816	3615
GO:0042627	chylomicron	cellular component	0	2	2	3	0	1	0	0	0	0	0	0	2	1	0	0	0	0	1	2	0	1	0	7	0	0	0	0	1	0	2	1	0	3	0	2	0	0	0	0
GO:0042632	cholesterol homeostasis	biological process	2	1	1	1	0	0	0	0	0	0	1	0	1	4	1	8	0	1	1	3	0	0	0	0	1	3	0	0	3	0	0	0	0	0	0	1	0	0	0	0
GO:0042651	thylakoid membrane	cellular component	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042710	biofilm formation	biological process	299	324	2927	1521	386	431	1468	603	1112	684	752	2127	282	2217	3496	5121	878	1853	423	1807	282	918	3836	235	1384	4455	10984	3470	4650	640	11843	5892	12649	2499	2732	292	506	689	635	352
GO:0042729	DASH complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042742	defense response to bacterium	biological process	1	9	32	32	139	5	14	43	28	89	198	4880	25	6	58	30	1	2	126	0	486	349	34	138	30	96	95	90	132	72	69	60	73	6	67031	20	5	9	71	6
GO:0042754	negative regulation of circadian rhythm	biological process	1	3	1	0	0	1	1	1	0	0	0	0	0	0	2	0	0	2	1	3	0	0	0	1	0	9	5	6	4	0	11	3	1	8	0	2	0	0	0	0
GO:0042765	GPI-anchor transamidase complex	cellular component	9	16	10	9	4	2	6	0	6	0	0	0	14	3	22	10	0	0	1	11	1	2	0	10	3	16	5	9	14	1	23	5	7	20	0	17	0	1	1	1
GO:0042773	ATP synthesis coupled electron transport	biological process	240	124	180	153	206	78	51	140	274	71	165	213	654	438	363	899	83	95	106	218	66	63	108	211	176	234	165	273	425	159	276	204	319	394	114	286	30	45	60	87
GO:0042802	identical protein binding	molecular function	4	5	5	3	8	2	2	1	6	0	2	0	6	2	8	5	0	0	1	9	1	0	1	2	1	14	2	8	8	0	7	2	4	4	0	7	0	1	0	1
GO:0042803	protein homodimerization activity	molecular function	7083	144	992	2087	3866	5526	2834	13656	1400	2418	3183	3267	268	2845	3505	4705	2531	2998	13685	1116	3647	5853	3491	329	19022	6361	5168	4695	3985	2074	4983	3478	5414	1161	3784	455	3430	3335	7072	6680
GO:0042819	vitamin B6 biosynthetic process	biological process	6370	4	1	3	6024	3244	1609	8999	49	2099	3863	3227	3	7866	18	41	2536	4100	2234	0	1608	1478	2408	0	3327	3	4	3	2	2986	8	3	15	1	4886	3	2162	2119	1681	4598
GO:0042823	pyridoxal phosphate biosynthetic process	biological process	6370	4	1	3	6024	3244	1609	8999	49	2099	3863	3227	3	7866	18	41	2536	4100	2234	0	1608	1478	2408	0	3327	3	4	3	2	2986	8	3	15	1	4886	3	2162	2119	1681	4598
GO:0042825	TAP complex	cellular component	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0042834	peptidoglycan binding	molecular function	513	2	1	0	1017	96	18	683	0	299	276	1448	0	1520	2	0	161	387	331	1	155	51	363	1	208	0	4	0	0	380	2	0	1	0	828	0	133	198	79	252
GO:0042891	antibiotic transport	biological process	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042919	benzoate transport	biological process	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	2	1	1	1	0	0	0	3	0	1	0	0	0	0	0
GO:0042921	glucocorticoid receptor signaling pathway	biological process	26	22	60	22	33	2	14	4	10	1	0	3	26	10	153	57	1	2	1	58	1	9	0	17	7	124	44	75	55	0	274	32	113	101	2	45	1	5	1	3
GO:0042925	benzoate transporter activity	molecular function	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	2	1	1	1	0	0	0	3	0	1	0	0	0	0	0
GO:0042953	lipoprotein transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042954	lipoprotein transporter activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042974	retinoic acid receptor binding	molecular function	7	4	18	3	6	1	0	2	3	1	0	1	11	11	11	22	0	0	4	7	1	4	0	12	1	13	6	13	15	2	0	8	6	5	0	5	0	0	0	3
GO:0042981	regulation of apoptotic process	biological process	415	172	949	249	681	211	121	35	52	10	34	39	83	490	897	1231	21	40	52	382	21	61	10	61	92	674	198	359	337	15	434	114	244	433	10	153	5	63	18	31
GO:0042998	positive regulation of Golgi to plasma membrane protein transport	biological process	0	6	5	4	1	3	12	0	9	0	0	2	6	0	112	34	3	1	5	57	3	2	3	6	11	170	31	69	71	1	102	30	84	79	1	26	1	3	3	2
GO:0043015	gamma-tubulin binding	molecular function	6	9	11	8	14	2	2	2	6	0	2	0	13	4	11	11	0	2	1	17	2	3	1	9	3	20	2	16	16	0	10	2	6	5	0	9	0	5	1	1
GO:0043022	ribosome binding	molecular function	11	12	19	7	13	3	14	2	3	0	3	6	22	17	84	52	1	5	5	28	2	9	3	12	8	68	17	26	70	2	46	5	13	46	7	23	1	0	3	3
GO:0043027	cysteine-type endopeptidase inhibitor activity involved in apoptotic process	molecular function	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0043039	tRNA aminoacylation	biological process	9676	409	2204	2381	9770	12491	8356	15048	1948	8693	10719	10885	977	12804	2539	7837	10372	12563	11624	1270	8102	7426	9656	1105	12162	7493	8058	5339	4630	10276	3740	3106	5299	1085	15263	849	14181	10272	8116	10223
GO:0043043	peptide biosynthetic process	biological process	3328	884	5475	2421	3189	3166	3472	3472	1323	3364	3708	4527	466	4983	2717	8702	2220	4050	1605	1531	1974	1962	5531	207	3449	3080	3673	2277	2041	1928	13884	4144	7897	2622	5490	632	2253	1340	1336	2584
GO:0043044	ATP-dependent chromatin remodeling	biological process	0	2	1	5	9	2	0	0	1	0	0	0	0	6	2	8	0	0	0	2	0	1	1	0	0	1	2	0	2	0	0	1	3	2	0	1	0	0	0	0
GO:0043047	single-stranded telomeric DNA binding	molecular function	0	3	1	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	3	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0
GO:0043065	positive regulation of apoptotic process	biological process	53	52	147	77	59	32	69	6	32	0	11	12	55	66	446	265	9	14	15	243	14	18	14	59	27	488	139	277	321	7	373	122	230	227	7	79	6	3	6	10
GO:0043066	negative regulation of apoptotic process	biological process	241	92	503	130	353	111	64	13	3	6	14	20	6	184	91	396	9	9	13	84	5	23	0	6	1	22	9	19	33	0	23	5	25	44	6	16	4	28	3	12
GO:0043085	positive regulation of catalytic activity	biological process	7	7	12	7	12	2	3	2	7	0	0	0	12	2	13	34	0	3	1	10	2	2	0	9	2	21	12	18	15	1	37	4	14	18	0	12	2	1	0	0
GO:0043087	regulation of GTPase activity	biological process	49	34	125	61	61	10	29	6	19	1	5	3	50	64	352	291	2	11	21	123	9	11	7	26	32	367	98	195	241	1	252	56	96	186	1	53	6	10	5	4
GO:0043093	FtsZ-dependent cytokinesis	biological process	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043113	receptor clustering	biological process	2	1	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	2	0	0	0	0	1	12	1	6	2	0	10	0	4	2	0	6	0	0	1	1
GO:0043114	regulation of vascular permeability	biological process	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	0	1	2	1	3	2	0	5	0	0	4	0	1	0	0	0	0
GO:0043115	precorrin-2 dehydrogenase activity	molecular function	3	0	0	0	3	3	4	36	1	58	26	111	0	14	0	0	11	5	9	0	7	2	30	0	22	1	1	0	0	37	0	0	0	0	125	0	16	33	28	21
GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	biological process	1	5	6	3	4	3	2	0	1	0	1	0	3	5	7	7	0	0	1	7	2	3	0	1	1	5	5	10	4	1	4	0	3	4	0	2	0	1	1	1
GO:0043130	ubiquitin binding	molecular function	4	5	6	3	7	2	5	0	0	0	0	0	2	4	55	18	1	2	1	16	2	0	0	1	7	64	17	20	14	1	27	0	19	10	0	4	1	1	0	1
GO:0043140	ATP-dependent 3'-5' DNA helicase activity	molecular function	155	2	0	0	240	8	8	68	1	30	35	129	2	253	7	5	26	70	66	5	20	12	68	18	30	52	53	34	41	96	0	0	0	1	95	3	7	9	17	15
GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	biological process	3	2	4	2	3	1	0	1	0	0	0	1	2	1	4	2	1	1	0	3	0	0	0	2	0	3	0	2	2	0	0	2	0	1	0	4	0	0	0	0
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	biological process	5	11	23	16	6	3	4	2	4	1	2	2	6	10	8	22	0	2	3	11	2	3	0	5	0	15	7	7	14	2	13	2	4	10	0	5	0	2	1	1
GO:0043169	cation binding	molecular function	1931	15	17	12	2464	2207	1851	988	44	1515	721	1633	22	1119	125	78	477	816	3918	33	8681	5375	1455	11	5101	121	36	66	44	2071	64	16	40	67	3305	29	3488	3862	4931	6591
GO:0043189	H4/H2A histone acetyltransferase complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0
GO:0043190	ATP-binding cassette (ABC) transporter complex	cellular component	957	56	204	263	1044	672	924	1465	256	1243	713	1602	257	1065	190	612	560	779	1158	136	1505	1245	1225	410	602	904	887	569	551	2111	607	512	608	129	1397	164	1897	1146	1033	1300
GO:0043198	dendritic shaft	cellular component	1	0	3	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043231	intracellular membrane-bounded organelle	cellular component	1	1	3	1	2	0	1	0	4	0	2	0	2	3	3	3	1	0	2	3	2	1	0	2	0	5	4	1	3	8	7	3	4	7	1	2	0	0	0	1
GO:0043236	laminin binding	molecular function	2	1	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	2	0	0	0	0	1	12	1	6	2	0	10	0	4	2	0	6	0	0	1	1
GO:0043240	Fanconi anaemia nuclear complex	cellular component	1	2	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0
GO:0043248	proteasome assembly	biological process	8	10	25	14	16	10	8	6	6	0	1	0	17	9	20	27	0	1	4	17	2	6	1	16	4	45	9	26	26	2	36	10	13	20	0	20	1	4	0	0
GO:0043395	heparan sulfate proteoglycan binding	molecular function	5	24	11	19	2	2	8	3	7	0	0	0	23	0	13	10	0	1	3	15	1	3	0	15	0	7	6	8	14	2	18	22	13	11	0	15	0	6	1	2
GO:0043401	steroid hormone mediated signaling pathway	biological process	113	209	289	199	122	110	223	18	125	7	11	22	206	67	1108	561	23	34	33	706	32	19	24	123	106	1199	453	772	628	14	1212	281	699	791	3	328	18	37	31	38
GO:0043402	glucocorticoid mediated signaling pathway	biological process	26	22	60	22	33	2	14	4	10	1	0	3	26	10	153	57	1	2	1	58	1	9	0	17	7	124	44	75	55	0	274	32	113	101	2	45	1	5	1	3
GO:0043410	positive regulation of MAPK cascade	biological process	2	1	1	1	0	0	0	0	0	0	1	0	1	4	1	8	0	1	1	3	0	0	0	0	1	3	0	0	3	0	0	0	0	0	0	1	0	0	0	0
GO:0043419	urea catabolic process	biological process	7	2	82	6	13	219	17	108	46	30	33	46	0	20	26	361	1	7	44	27	0	59	16	0	182	1	388	18	0	42	0	0	0	0	100	0	8	75	6	40
GO:0043461	proton-transporting ATP synthase complex assembly	biological process	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	3	0	1	2	0	0	0	1	1	0	0	0	0	0	2
GO:0043462	regulation of ATPase activity	biological process	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
GO:0043495	protein anchor	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
GO:0043531	ADP binding	molecular function	12	5	12	8	11	0	1	1	4	0	1	2	6	7	3	14	0	0	0	7	0	2	0	0	2	1	2	7	3	0	14	2	2	3	0	0	0	0	0	0
GO:0043546	molybdopterin cofactor binding	molecular function	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043547	positive regulation of GTPase activity	biological process	1	2	2	1	1	3	1	1	0	0	0	0	1	0	10	3	0	0	2	2	0	0	0	3	2	11	3	3	6	0	14	4	6	5	0	2	0	0	0	0
GO:0043548	phosphatidylinositol 3-kinase binding	molecular function	0	0	2	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043565	sequence-specific DNA binding	molecular function	5919	679	2987	2213	5900	3053	3641	6696	1933	4833	8210	13659	1451	8589	6887	7047	3403	7860	7504	2625	5951	5875	6653	1849	7466	6294	4797	4463	4422	5438	7241	2918	6410	3938	23581	1336	7167	7166	4716	9206
GO:0043571	maintenance of CRISPR repeat elements	biological process	140	1	0	19	222	238	182	317	19	259	227	307	10	279	23	396	56	138	142	0	229	329	290	157	271	67	150	131	85	272	565	425	621	126	518	39	226	467	170	803
GO:0043631	RNA polyadenylation	biological process	32	24	81	29	23	4	15	2	20	1	4	6	19	19	214	168	0	2	8	70	3	14	2	19	15	146	41	76	108	1	65	16	34	97	2	21	0	8	3	6
GO:0043666	regulation of phosphoprotein phosphatase activity	biological process	12	15	25	13	12	6	18	1	8	0	3	4	23	7	75	67	2	4	6	43	3	4	0	10	5	86	34	56	58	1	45	18	33	46	2	15	0	2	2	5
GO:0043752	adenosylcobinamide kinase activity	molecular function	17	0	0	0	6	17	11	37	3	110	57	85	0	25	0	2	3	18	32	0	9	8	28	0	19	0	3	0	0	57	0	0	0	0	66	0	13	0	12	29
GO:0043768	S-ribosylhomocysteine lyase activity	molecular function	404	0	0	0	514	1261	771	362	49	426	254	764	11	478	39	26	344	437	1265	27	1415	788	228	187	1609	660	762	315	416	1005	1	0	10	1	669	0	811	740	590	1037
GO:0043772	acyl-phosphate glycerol-3-phosphate acyltransferase activity	molecular function	381	45	507	294	361	195	313	715	327	319	496	326	191	486	480	1142	372	742	205	196	190	318	747	284	390	722	1007	584	605	465	1154	780	1164	305	754	208	505	386	153	840
GO:0043934	sporulation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GO:0043937	regulation of sporulation	biological process	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043953	protein transport by the Tat complex	biological process	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043985	histone H4-R3 methylation	biological process	3	3	1	2	3	0	2	1	1	0	0	0	6	2	1	0	0	0	0	2	0	1	0	4	0	1	5	3	5	2	6	2	8	0	0	3	0	0	1	0
GO:0044038	cell wall macromolecule biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0044070	regulation of anion transport	biological process	2	6	3	4	0	2	6	2	3	0	0	2	8	3	47	11	0	3	0	18	1	0	0	6	4	44	13	28	35	1	50	7	27	33	0	7	0	5	1	1
GO:0044165	host cell endoplasmic reticulum	cellular component	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0044212	transcription regulatory region DNA binding	molecular function	1	5	4	11	6	3	1	1	6	0	0	1	15	0	6	2	0	0	1	3	1	0	0	5	1	1	0	4	4	0	7	2	2	0	0	10	0	0	0	0
GO:0044237	cellular metabolic process	biological process	711	3	6	11	1356	220	117	818	14	687	294	1077	15	2527	22	14	251	344	391	10	272	439	1088	10	414	37	54	12	11	780	15	4	5	15	819	15	268	337	208	1204
GO:0044238	primary metabolic process	biological process	11034	435	5500	6834	8812	4253	5311	17966	4340	9469	10425	13266	520	14594	7291	23374	6421	15526	15870	2238	10122	10345	16781	524	18199	11794	21562	7536	4983	3557	15172	10157	26396	4701	16629	1487	8339	11507	6893	24793
GO:0044249	cellular biosynthetic process	biological process	789	49	427	264	494	402	459	395	173	221	199	398	42	657	473	1347	210	230	350	138	306	254	881	88	539	319	299	218	162	595	873	411	666	180	458	63	310	323	285	579
GO:0044284	mitochondrial crista junction	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0044341	sodium-dependent phosphate transport	biological process	175	3	1	0	170	19	7	444	7	192	266	590	5	430	0	9	165	332	116	1	59	56	93	2	53	0	13	0	1	215	1	0	1	0	714	3	89	74	137	133
GO:0044386	integral to host endoplasmic reticulum membrane	cellular component	1	0	0	1	0	2	0	0	2	0	7	0	0	0	2	1	4	1	1	1	0	3	0	0	0	2	2	1	0	0	1	3	5	1	0	0	0	3	1	0
GO:0044599	AP-5 adaptor complex	cellular component	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0044780	bacterial-type flagellum assembly	biological process	45	1	0	0	2	0	1	43	0	3294	4738	6014	4	0	1	0	3094	9356	2	1	1	1	20	0	1	0	3	0	0	120	0	0	2	0	9821	2	3	2	3254	1
GO:0044781	bacterial-type flagellum organization	biological process	4	0	0	0	0	0	0	0	0	125	364	265	0	0	0	0	183	547	1	0	0	0	2	0	0	0	0	1	0	4	0	0	1	0	271	0	0	0	142	0
GO:0044877	macromolecular complex binding	molecular function	2	0	0	1	0	1	3	0	0	0	0	0	6	1	4	5	0	0	0	4	0	0	0	2	1	3	0	5	6	0	8	3	6	6	0	2	0	0	0	0
GO:0045010	actin nucleation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0045028	G-protein coupled purinergic nucleotide receptor activity	molecular function	0	0	5	3	6	0	0	0	4	0	0	0	2	0	3	16	0	0	2	5	1	0	0	2	0	1	1	2	1	0	0	2	3	1	0	2	0	2	0	0
GO:0045046	protein import into peroxisome membrane	biological process	0	2	2	2	0	0	0	1	0	0	0	0	1	0	1	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	1	1	0	0	2	0	0	0	0
